upload_id,file_id,batch_id,batch_sequence,batch_total,tenant_id,tenant_name,tenant_type,client_id,ingestion_type,file_name,file_extension,file_size_bytes,mime_type,storage_path,checksum_sha256,processing_state,processing_service,uploaded_at,validated_at,processing_started_at,processing_completed_at,processing_duration_seconds,extracted_metadata,error_details,review_metadata,uploaded_by,source_ip,user_agent,is_reupload,original_upload_id,priority,tags,data_state
upload_6212006185d74cad,file_39636769c3db49eb,,,,TENANT_SME_007,Darwin Mining Services,sme,CLI_SME_007,nem12_interval_xml,NEM12_7801982173_202506.xml,.xml,47133566,application/xml,s3://carboniq-ingestion-tenant_sme_007/2024/01/10/file_39636769c3db49eb.xml,c41762838a56b671566a46f2f7b561661db3c1a83c5fa21422c1fa799aeaf5f5,normalizing,ingestion_service,2024-01-10T11:38:25,2024-01-10T11:38:35,2024-01-10T11:38:55,,,"{""nmi"": ""4301170044"", ""interval_start"": ""2025-11-17T16:36:06"", ""interval_end"": ""2026-07-17T16:36:06"", ""interval_minutes"": 15, ""total_intervals"": 23232, ""total_kwh"": 44373.08, ""meter_serial"": ""MS326040"", ""data_stream_suffix"": ""E1"", ""quality_flag"": ""A""}",,,user_325,29.145.249.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,,low,"[""baseline"", ""audit""]",NSW
upload_fa458d0c04904980,file_c0d134212fae41a3,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,electricity_bill_pdf,electricity_bill_2025-04_5500.pdf,.pdf,621205,application/pdf,s3://carboniq-ingestion-tenant_sme_005/2025/06/30/file_c0d134212fae41a3.pdf,864df921ae4aa2b18a52bffe1a804f5c3f24c88b8ae9922b9eb05bf9cc33fce3,completed,ocr_service,2025-06-30T17:21:25,2025-06-30T17:21:26,2025-06-30T17:21:41,2025-06-30T17:22:19.905258,38.91,"{""nmi"": ""7601634101"", ""billing_period_start"": ""2025-06-17T12:17:17"", ""billing_period_end"": ""2025-07-25T12:17:17"", ""total_kwh"": 1577.13, ""total_cost_aud"": 559.99, ""retailer"": ""Red Energy"", ""state"": ""WA"", ""tariff_type"": ""time_of_use"", ""meter_number"": ""M58841557"", ""confidence_score"": 0.777}",,,user_153,73.198.209.173,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,normal,[],WA
upload_06ad0b57ca2c4f5b,file_957c9839157e4283,batch_36dc689c2ba2,17.0,22.0,TENANT_SME_008,Canberra GovTech,sme,CLI_SME_008,fuel_invoice_pdf,fuel_invoice_2025-12.png,.png,1281836,image/png,s3://carboniq-ingestion-tenant_sme_008/2025/08/16/file_957c9839157e4283.png,51b520e7dc79e032f96c313a91d78a9b40592a85f8c80d065b513a19c255adaf,completed,ocr_service,2025-08-16T05:14:10,2025-08-16T05:14:12,2025-08-16T05:14:37,2025-08-16T05:15:09.409640,32.41,"{""fuel_type"": ""natural_gas"", ""volume_litres"": 4845.5, ""supplier"": ""Mobil"", ""delivery_date"": ""2024-08-16T21:33:21"", ""site_location"": ""NSW"", ""confidence_score"": 0.891}",,,user_524,24.113.230.178,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,,critical,"[""baseline"", ""fy2024""]",NSW
upload_290e80ea5d964eb3,file_d90b399607e84360,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,nem12_interval_xml,NEM12_4401790278_202505.xml,.xml,41637680,application/xml,s3://carboniq-ingestion-tenant_sme_005/2026/03/11/file_d90b399607e84360.xml,f4ff1a5caf29c01c5699af5c986a31b768447f4e71d7e71ad5518edbeac8132c,calculating,ingestion_service,2026-03-11T14:53:34,2026-03-11T14:53:42,2026-03-11T14:54:11,,,"{""nmi"": ""6101944958"", ""interval_start"": ""2025-10-21T10:29:40"", ""interval_end"": ""2025-12-30T10:29:40"", ""interval_minutes"": 15, ""total_intervals"": 6720, ""total_kwh"": 5083.95, ""meter_serial"": ""MS671971"", ""data_stream_suffix"": ""Q1"", ""quality_flag"": ""A""}",,,user_717,21.167.151.156,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""fy2024"", ""q1"", ""solar""]",ACT
upload_5c88d939ce7b44f9,file_3f8289a5cb5746f4,batch_1d6aef36d678,6.0,15.0,TENANT_ADV_001,GreenPath Sustainability Advisors,advisor,CLI_SME_003,nem12_interval_csv,NEM12_6901856039_202601.txt,.txt,35288838,text/plain,s3://carboniq-ingestion-tenant_adv_001/2025/09/30/file_3f8289a5cb5746f4.txt,d00a9ac6a7a4f7ca41077395bbdf258574314693d2595c78740f8f3507ea78d6,completed,ingestion_service,2025-09-30T03:33:07,2025-09-30T03:33:14,2025-09-30T03:33:31,2025-09-30T03:33:57.493910,26.49,"{""nmi"": ""4301853192"", ""interval_start"": ""2026-03-17T01:54:42"", ""interval_end"": ""2026-09-08T01:54:42"", ""interval_minutes"": 5, ""total_intervals"": 50400, ""total_kwh"": 135305.01, ""meter_serial"": ""MS362778"", ""data_stream_suffix"": ""B1"", ""quality_flag"": ""A""}",,,user_646,142.140.64.155,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,normal,"[""solar"", ""fy2024""]",TAS
upload_a09b7a8ae4394092,file_4289636fc82d444e,batch_910295d8eefe,20.0,25.0,TENANT_SME_002,Sydney Tech Solutions,sme,CLI_SME_002,greenpower_certificate,GREENPOWER_certificate_CERT-483713.png,.png,194880,image/png,s3://carboniq-ingestion-tenant_sme_002/2025/09/14/file_4289636fc82d444e.png,8879705164eda94af93078bc6d39b37663897dbb88f76f788adac47f44ffcbb7,ocr_extracting,ocr_service,2025-09-14T06:45:55,2025-09-14T06:46:01,2025-09-14T06:46:19,,,"{""certificate_number"": ""GREENPOWER-891638"", ""certificate_type"": ""GREENPOWER"", ""vintage_year"": 2024, ""megawatt_hours"": 612.61, ""generator_name"": ""Wind Farm Alpha"", ""generator_location"": ""TAS"", ""registry"": ""CER"", ""surrender_date"": null, ""confidence_score"": 0.869}",,,user_627,86.242.233.76,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,critical,"[""solar"", ""q1""]",TAS
upload_389de5a2491d4ec4,file_8c40496a1fc04a76,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,electricity_bill_image,bill_scan_2025-03_224.jpeg,.jpeg,5310672,image/jpeg,s3://carboniq-ingestion-tenant_sme_005/2026/04/23/file_8c40496a1fc04a76.jpeg,e198bee2e2ef67efee091f4f87fd7312742bc9c2ded81a225343cf4b0ab01468,calculating,ocr_service,2026-04-23T19:37:25,2026-04-23T19:37:34,2026-04-23T19:37:43,,,"{""nmi"": ""8401217209"", ""billing_period_start"": ""2024-12-16T13:38:55"", ""billing_period_end"": ""2025-02-11T13:38:55"", ""total_kwh"": 2632.1, ""total_cost_aud"": 1076.1, ""retailer"": ""1st Energy"", ""state"": ""TAS"", ""tariff_type"": ""controlled_load"", ""meter_number"": ""M23494908"", ""confidence_score"": 0.882}",,,user_588,36.2.80.208,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,"[""wind"", ""fy2024""]",TAS
upload_9d1113c85f2e432c,file_c8ed139119954902,,,,TENANT_SME_009,Gold Coast Renewables,sme,CLI_SME_009,rec_certificate,REC_certificate_CERT-769737.pdf,.pdf,718738,application/pdf,s3://carboniq-ingestion-tenant_sme_009/2025/07/24/file_c8ed139119954902.pdf,c78707cb6db9051fe1e06ccfa6f6de6aa8a5288b3004a88d354eb1c6ce03109b,completed,ocr_service,2025-07-24T23:01:47,2025-07-24T23:01:57,2025-07-24T23:02:25,2025-07-24T23:02:41.803370,16.8,"{""certificate_number"": ""REC-651033"", ""certificate_type"": ""REC"", ""vintage_year"": 2026, ""megawatt_hours"": 220.13, ""generator_name"": ""Wind Farm Alpha"", ""generator_location"": ""SA"", ""registry"": ""CER"", ""surrender_date"": null, ""confidence_score"": 0.927}",,,user_974,130.103.76.84,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,normal,"[""fy2025"", ""q4"", ""q3""]",SA
upload_7c1e994248084a8b,file_f2a1069e0a374c8c,,,,TENANT_ADV_001,GreenPath Sustainability Advisors,advisor,CLI_SME_002,rec_certificate,REC_certificate_CERT-560285.png,.png,591445,image/png,s3://carboniq-ingestion-tenant_adv_001/2026/04/18/file_f2a1069e0a374c8c.png,ce8f8233aed1b34a9d3cb87d5f0ef1f7393e8c6854871f7de569324e96256d7a,awaiting_review,ocr_service,2026-04-18T11:42:15,2026-04-18T11:42:24,2026-04-18T11:42:32,2026-04-18T11:42:55.257015,23.26,"{""certificate_number"": ""REC-388519"", ""certificate_type"": ""REC"", ""vintage_year"": 2023, ""megawatt_hours"": 658.08, ""generator_name"": ""Solar Park Beta"", ""generator_location"": ""VIC"", ""registry"": ""CER"", ""surrender_date"": ""2025-10-25T15:11:31"", ""confidence_score"": 0.928}",,"{""review_reason"": ""Low OCR confidence on total_kwh field"", ""confidence_score"": 0.635, ""flagged_fields"": [""retailer"", ""total_kwh"", ""tariff_type""], ""reviewer_id"": null, ""reviewed_at"": null, ""review_decision"": null, ""review_notes"": null}",user_288,107.209.76.153,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,high,"[""retailer_switch"", ""audit""]",VIC
upload_1d8e2dcdb70f46fb,file_fdf7365224b14212,batch_4498f4f9dc45,7.0,16.0,TENANT_SME_008,Canberra GovTech,sme,CLI_SME_008,electricity_bill_image,bill_scan_2026-02_571.tiff,.tiff,1911246,image/tiff,s3://carboniq-ingestion-tenant_sme_008/2025/07/01/file_fdf7365224b14212.tiff,569f3adadc16800276c9d1803de701ee90e5f9cb6123d6e5c2fb8f06d5cf6c04,normalizing,ocr_service,2025-07-01T02:04:45,2025-07-01T02:04:49,2025-07-01T02:04:52,,,"{""nmi"": ""4102240699"", ""billing_period_start"": ""2026-01-27T20:31:47"", ""billing_period_end"": ""2026-02-26T20:31:47"", ""total_kwh"": 4398.29, ""total_cost_aud"": 1419.01, ""retailer"": ""Essential Energy"", ""state"": ""QLD"", ""tariff_type"": ""demand"", ""meter_number"": ""M12300840"", ""confidence_score"": 0.821}",,,user_636,179.220.91.54,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,,high,"[""q2"", ""fy2025""]",QLD
upload_7e2ad7ee64fe45e1,file_693c1290c32f45a0,,,,TENANT_SME_005,Adelaide AgriTech,sme,CLI_SME_005,nem12_interval_csv,NEM12_7501946606_202501.txt,.txt,47865903,text/plain,s3://carboniq-ingestion-tenant_sme_005/2024/04/24/file_693c1290c32f45a0.txt,44c5fb797206d6d76da949b7265bafc54c5e3f2c0bf3cd1dca2442667998ed60,llm_parsing,ingestion_service,2024-04-24T04:31:40,2024-04-24T04:31:48,2024-04-24T04:32:06,,,"{""nmi"": ""6601105578"", ""interval_start"": ""2024-01-20T04:05:29"", ""interval_end"": ""2024-07-17T04:05:29"", ""interval_minutes"": 15, ""total_intervals"": 17184, ""total_kwh"": 29870.09, ""meter_serial"": ""MS506637"", ""data_stream_suffix"": ""E1"", ""quality_flag"": ""E""}",,,user_242,144.124.86.194,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,"[""q2""]",QLD
upload_93954ff89ba8469f,file_ad82a497001e4a6a,,,,TENANT_SME_003,Melbourne Retail Group,sme,CLI_SME_003,greenpower_certificate,GREENPOWER_certificate_CERT-722665.jpg,.jpg,1438361,image/jpeg,s3://carboniq-ingestion-tenant_sme_003/2024/05/12/file_ad82a497001e4a6a.jpg,7b54c1daa2f3228f362a609396b3cc11d2574d8a9995d9db4912142b86262aba,llm_parsing,ocr_service,2024-05-12T00:21:22,2024-05-12T00:21:26,2024-05-12T00:21:43,,,"{""certificate_number"": ""GREENPOWER-685098"", ""certificate_type"": ""GREENPOWER"", ""vintage_year"": 2024, ""megawatt_hours"": 218.33, ""generator_name"": ""Solar Park Beta"", ""generator_location"": ""QLD"", ""registry"": ""CER"", ""surrender_date"": ""2024-02-08T03:45:43"", ""confidence_score"": 0.918}",,,user_456,76.212.43.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,,normal,"[""q1"", ""q3"", ""fy2025""]",QLD
upload_dee530bf9cd3473d,file_6e02d0160e8f4dd3,,,,TENANT_ADV_003,CarbonWise Partners,advisor,CLI_SME_010,nem12_interval_csv,NEM12_5101340301_202508.csv,.csv,37697135,text/csv,s3://carboniq-ingestion-tenant_adv_003/2026/02/24/file_6e02d0160e8f4dd3.csv,c3c95ba223305485b44dfa1fcefd2d3bdca79467ae184e5f50cbb7a5183634d5,completed,ingestion_service,2026-02-24T04:05:42,2026-02-24T04:05:52,2026-02-24T04:06:16,2026-02-24T04:06:52.287072,36.29,"{""nmi"": ""7101511783"", ""interval_start"": ""2024-03-05T15:21:09"", ""interval_end"": ""2024-11-15T15:21:09"", ""interval_minutes"": 30, ""total_intervals"": 12240, ""total_kwh"": 28708.63, ""meter_serial"": ""MS329157"", ""data_stream_suffix"": ""K1"", ""quality_flag"": ""A""}",,,user_369,213.126.152.16,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,[],SA
upload_4a83ec998d174eeb,file_3cbf6d0cb2e94bd5,batch_d96b6df58d4d,3.0,6.0,TENANT_SME_007,Darwin Mining Services,sme,CLI_SME_007,electricity_bill_pdf,electricity_bill_2025-06_1793.pdf,.pdf,535397,application/pdf,s3://carboniq-ingestion-tenant_sme_007/2024/06/03/file_3cbf6d0cb2e94bd5.pdf,1546ddaa199253be973e21b56c3a39b4f0de3936acc363a1e0556d6827f1903e,completed,ocr_service,2024-06-03T16:24:55,2024-06-03T16:25:00,2024-06-03T16:25:03,2024-06-03T16:25:49.408457,46.41,"{""nmi"": ""5601066067"", ""billing_period_start"": ""2024-12-29T17:30:54"", ""billing_period_end"": ""2025-03-21T17:30:54"", ""total_kwh"": 1190.86, ""total_cost_aud"": 375.82, ""retailer"": ""Citipower"", ""state"": ""QLD"", ""tariff_type"": ""time_of_use"", ""meter_number"": ""M79718627"", ""confidence_score"": 0.881}",,,user_810,3.4.175.61,"CarbonIQ-Mobile-App/1.2.3 (iOS; iPhone15,2)",False,,normal,[],QLD
upload_d86cd25be83b4e86,file_bd08a6b749d845fc,,,,TENANT_SME_010,Newcastle Industrial,sme,CLI_SME_010,electricity_bill_image,bill_scan_2026-02_885.jpeg,.jpeg,3984896,image/jpeg,s3://carboniq-ingestion-tenant_sme_010/2025/10/20/file_bd08a6b749d845fc.jpeg,b1e5684fa780d22cea1b0d005e2f0cba33e5d91a03806edc41754cb35ffcb8c2,completed,ocr_service,2025-10-20T00:01:45,2025-10-20T00:01:47,2025-10-20T00:01:57,2025-10-20T00:03:18.551679,81.55,"{""nmi"": ""8601922916"", ""billing_period_start"": ""2024-03-26T11:36:56"", ""billing_period_end"": ""2024-06-01T11:36:56"", ""total_kwh"": 374.14, ""total_cost_aud"": 152.05, ""retailer"": ""Jemena"", ""state"": ""QLD"", ""tariff_type"": ""single_rate"", ""meter_number"": ""M11699863"", ""confidence_score"": 0.891}",,,user_635,180.5.83.254,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,,normal,"[""audit"", ""verification""]",QLD
upload_d54b8e305e2c4385,file_48cf1a01bf314a0a,,,,TENANT_SME_004,Brisbane Logistics Pty Ltd,sme,CLI_SME_004,electricity_bill_pdf,electricity_bill_2024-01_6488.pdf,.pdf,162264,application/pdf,s3://carboniq-ingestion-tenant_sme_004/2025/08/07/file_48cf1a01bf314a0a.pdf,f34412adb0d51358a4f067b37c20df2d5aa94d01e72ed50729d60a2324e09346,completed,ocr_service,2025-08-07T12:32:32,2025-08-07T12:32:38,2025-08-07T12:32:53,2025-08-07T12:33:36.997307,44.0,"{""nmi"": ""4501556350"", ""billing_period_start"": ""2024-07-22T01:09:29"", ""billing_period_end"": ""2024-09-18T01:09:29"", ""total_kwh"": 1742.39, ""total_cost_aud"": 906.28, ""retailer"": ""Globird Energy"", ""state"": ""ACT"", ""tariff_type"": ""demand"", ""meter_number"": ""M52688984"", ""confidence_score"": 0.804}",,,user_211,60.38.103.69,CarbonIQ-Mobile-App/1.2.3 (Android; SM-S918B),False,,normal,"[""fy2025"", ""q4"", ""q1""]",ACT
